Domain Name,Record Name,Record Type,Record Value
armoryclassic.com,_3eb62ae264b3d976fb65b4045037d64d.armoryclassic.com.,CNAME,_e53c4dedf79492126f52c77cc2eaca0a.mwfgkbkczp.acm-validations.aws.
